"subject","activity","[mean of] tBodyAcc-mean()-X","[mean of] tBodyAcc-mean()-Y","[mean of] tBodyAcc-mean()-Z","[mean of] tBodyAcc-std()-X","[mean of] tBodyAcc-std()-Y","[mean of] tBodyAcc-std()-Z","[mean of] tGravityAcc-mean()-X","[mean of] tGravityAcc-mean()-Y","[mean of] tGravityAcc-mean()-Z","[mean of] tGravityAcc-std()-X","[mean of] tGravityAcc-std()-Y","[mean of] tGravityAcc-std()-Z","[mean of] tBodyAccJerk-mean()-X","[mean of] tBodyAccJerk-mean()-Y","[mean of] tBodyAccJerk-mean()-Z","[mean of] tBodyAccJerk-std()-X","[mean of] tBodyAccJerk-std()-Y","[mean of] tBodyAccJerk-std()-Z","[mean of] tBodyGyro-mean()-X","[mean of] tBodyGyro-mean()-Y","[mean of] tBodyGyro-mean()-Z","[mean of] tBodyGyro-std()-X","[mean of] tBodyGyro-std()-Y","[mean of] tBodyGyro-std()-Z","[mean of] tBodyGyroJerk-mean()-X","[mean of] tBodyGyroJerk-mean()-Y","[mean of] tBodyGyroJerk-mean()-Z","[mean of] tBodyGyroJerk-std()-X","[mean of] tBodyGyroJerk-std()-Y","[mean of] tBodyGyroJerk-std()-Z","[mean of] tBodyAccMag-mean()","[mean of] tBodyAccMag-std()","[mean of] tGravityAccMag-mean()","[mean of] tGravityAccMag-std()","[mean of] tBodyAccJerkMag-mean()","[mean of] tBodyAccJerkMag-std()","[mean of] tBodyGyroMag-mean()","[mean of] tBodyGyroMag-std()","[mean of] tBodyGyroJerkMag-mean()","[mean of] tBodyGyroJerkMag-std()","[mean of] fBodyAcc-mean()-X","[mean of] fBodyAcc-mean()-Y","[mean of] fBodyAcc-mean()-Z","[mean of] fBodyAcc-std()-X","[mean of] fBodyAcc-std()-Y","[mean of] fBodyAcc-std()-Z","[mean of] fBodyAcc-meanFreq()-X","[mean of] fBodyAcc-meanFreq()-Y","[mean of] fBodyAcc-meanFreq()-Z","[mean of] fBodyAccJerk-mean()-X","[mean of] fBodyAccJerk-mean()-Y","[mean of] fBodyAccJerk-mean()-Z","[mean of] fBodyAccJerk-std()-X","[mean of] fBodyAccJerk-std()-Y","[mean of] fBodyAccJerk-std()-Z","[mean of] fBodyAccJerk-meanFreq()-X","[mean of] fBodyAccJerk-meanFreq()-Y","[mean of] fBodyAccJerk-meanFreq()-Z","[mean of] fBodyGyro-mean()-X","[mean of] fBodyGyro-mean()-Y","[mean of] fBodyGyro-mean()-Z","[mean of] fBodyGyro-std()-X","[mean of] fBodyGyro-std()-Y","[mean of] fBodyGyro-std()-Z","[mean of] fBodyGyro-meanFreq()-X","[mean of] fBodyGyro-meanFreq()-Y","[mean of] fBodyGyro-meanFreq()-Z","[mean of] fBodyAccMag-mean()","[mean of] fBodyAccMag-std()","[mean of] fBodyAccMag-meanFreq()","[mean of] fBodyBodyAccJerkMag-mean()","[mean of] fBodyBodyAccJerkMag-std()","[mean of] fBodyBodyAccJerkMag-meanFreq()","[mean of] fBodyBodyGyroMag-mean()","[mean of] fBodyBodyGyroMag-std()","[mean of] fBodyBodyGyroMag-meanFreq()","[mean of] fBodyBodyGyroJerkMag-mean()","[mean of] fBodyBodyGyroJerkMag-std()","[mean of] fBodyBodyGyroJerkMag-meanFreq()"
"31","16","STANDING",0.286127807948718,-0.0167188162052564,-0.109757318673077,-0.205148875089744,-0.0306974656410256,-0.246785049628205,0.949066531538462,-0.199473343333333,-0.0742948706923077,-0.968497414871795,-0.957153796025641,-0.941901275641026,0.0970337961217949,0.02935634105,-0.00409814954102564,-0.243993259401282,-0.11320986759359,-0.429447608333333,-0.0948655660310256,-0.0328048363064103,0.0991484883698718,-0.482191320012821,-0.257826915969872,-0.338176576333333,-0.0654011951115385,-0.0362153037012821,-0.0495441447641026,-0.388507451153846,-0.391000972051282,-0.432794988357692,-0.116689947474359,-0.190201130076923,-0.116689947474359,-0.190201130076923,-0.225575181192308,-0.180490636205128,-0.215743074435897,-0.308918215051282,-0.399542957179487,-0.410345786051282,-0.227752475319231,-0.0304588569205128,-0.277682308179487,-0.199430222374359,-0.0933058126796154,-0.291846601666667,-0.346962896217949,0.0307139119307692,0.116390526974359,-0.275615246423077,-0.172174977976167,-0.388731268076923,-0.278959713383333,-0.109427034116667,-0.468648535487179,-0.277895159882051,-0.40674551924359,-0.243135976166667,-0.352716287269231,-0.242052015548718,-0.270257505079487,-0.525548644525641,-0.276031344073077,-0.423519371666667,-0.0327426914975641,0.0321238117871795,-0.047473203624359,-0.132793687573333,-0.351922457730769,0.102263745350513,-0.179220816041026,-0.189283084670513,0.0518019411657692,-0.306078984429487,-0.435877658923077,0.264971227179487,-0.409190503483333,-0.454971212589744,0.176428882363974
"32","16","WALKING",0.251679959832847,-0.0206568258444792,-0.109202468513141,-0.650191436616604,-0.422271155939925,-0.596415910178473,0.538645870675706,0.1241326589644,0.179268545016785,-0.946329769798359,-0.938355461210958,-0.910724521024475,0.0759387803592963,0.00821367818906411,-0.00656623680588931,-0.585464946380031,-0.491621174130594,-0.756268424993742,-0.0312609106779029,-0.077100541238131,0.0907347174644278,-0.713756159594076,-0.555483330378529,-0.664589126871089,-0.0960872120063134,-0.0383876107402865,-0.0528446795489223,-0.614355133709498,-0.674983579298846,-0.712942347573356,-0.547099338818287,-0.559510637453762,-0.547099338818287,-0.559510637453762,-0.597804521399388,-0.552557941713834,-0.569358522300375,-0.559032957352107,-0.671701995958838,-0.670891283587957,-0.61889556725073,-0.453513625000417,-0.651573778378529,-0.664394781535252,-0.444026530050569,-0.599835584939786,-0.1513560872822,0.0788559326387707,0.10217718875253,-0.611679938844079,-0.537381098913892,-0.738999582138785,-0.595501819272563,-0.476337820211637,-0.772151536330135,0.00527221120361563,-0.157326082958212,-0.0530512177111667,-0.647662413865985,-0.579242816175803,-0.625655211229036,-0.735518794430538,-0.545446773896788,-0.709803322896676,0.0373566976999889,-0.0590076993570296,-0.0111406848100264,-0.547915949493812,-0.64071235446447,0.145525989131553,-0.546731770770341,-0.562914252911723,0.21485975372164,-0.585287044886372,-0.62013453392129,0.0687728137586177,-0.671945446296065,-0.693296454668335,0.18559709890096
"33","17","LAYING",0.262727648802817,-0.00750406783661972,-0.0997400197605634,-0.974617504929577,-0.88056082943662,-0.898091529295775,0.843854093802817,0.0562501566167606,0.131967708535211,-0.96390272943662,-0.92240762056338,-0.915788713239437,0.0739125080422535,0.00353538107887324,-0.00216843677253521,-0.976687175352113,-0.958226368169014,-0.976897163380282,-0.0379984018014084,-0.075437976084507,0.107735464743099,-0.960315901690141,-0.95045659056338,-0.931075326197183,-0.101943668661972,-0.0366249485267606,-0.0606805257714085,-0.973545765070423,-0.980386082253521,-0.976230336197183,-0.915061474929577,-0.893754299295775,-0.915061474929577,-0.893754299295775,-0.972258202535211,-0.969687843239437,-0.921744013661972,-0.925737157014085,-0.979631888450704,-0.978157131549296,-0.973417259859155,-0.908165722253521,-0.930909433521127,-0.975304939577465,-0.875233258732394,-0.890034702816901,-0.00986867705352113,-0.0337422203366197,0.087433845915493,-0.976906001126761,-0.958665213380282,-0.973351296760563,-0.978618247183099,-0.960829823802817,-0.979109183098592,0.196760774380282,-0.11479582213662,-0.0102109720088732,-0.956035899859155,-0.959911563661972,-0.937952311549296,-0.962133038309859,-0.946045582957746,-0.935310238169014,-0.0392954637366197,-0.196216856647887,-0.0784379225797183,-0.919188078873239,-0.898059148450704,0.0385492208140845,-0.969025837042254,-0.969629287183099,0.288290843021127,-0.947635213380282,-0.925240891521127,-0.18295335995493,-0.979313473521127,-0.977929027746479,0.0796858747943662
"34","17","SITTING",0.278900425625,-0.0138680555828125,-0.100044325712844,-0.65917510134375,-0.5696749056875,-0.67610668,0.92823193765625,-0.30436521640625,-0.0254967972984375,-0.9697050715625,-0.940212319375,-0.90722342453125,0.0559221335139062,0.0160577407265625,0.00374707277953125,-0.67801533875625,-0.657278151857812,-0.78811849390625,-0.007750632653125,-0.076323398928125,0.0608809405625,-0.7250246366875,-0.697182572796875,-0.665423298732812,-0.09525179125,-0.0548109788828125,-0.0381115211875,-0.7696800359375,-0.773818044203125,-0.7447474271875,-0.6055681663575,-0.626796752640625,-0.6055681663575,-0.626796752640625,-0.687857562548438,-0.675094411015625,-0.630391652171875,-0.6588683536875,-0.7626676890625,-0.7778495625,-0.650871313495312,-0.58065057039375,-0.707874673328125,-0.663948071079687,-0.591975841542188,-0.68751040296875,-0.171749566559375,-0.0878608090171875,-0.0192489838671875,-0.68566787028125,-0.665783772752969,-0.7665312765625,-0.699389296129687,-0.672353294109375,-0.8084096190625,-0.088413076986875,-0.325108237273438,-0.162025111078125,-0.69228583828125,-0.6957466855,-0.637196305515625,-0.73807201046875,-0.702748075109375,-0.70711274,-0.263013597951562,-0.24016181234375,-0.202667054730937,-0.615538042046875,-0.69292020078125,0.00313904675296875,-0.65314350353125,-0.707631300457813,0.0698465533609375,-0.682295270828125,-0.708637088296875,-0.133918796778125,-0.771960009671875,-0.8023136084375,0.0304162117421875
"35","17","STANDING",0.263824733987179,-0.0232675092675641,-0.104387389010256,-0.215899507717038,0.0514263402679487,-0.214717055226923,0.897274690384615,-0.352346290384615,-0.114312206384615,-0.948697351666667,-0.933459951025641,-0.910685166282051,0.0590652605307692,0.0321005571897436,-0.0166449246575641,-0.283601722692308,-0.195706259979487,-0.62444349025641,0.0313619360051282,-0.136307628371795,0.0586641109794872,-0.459063963346154,-0.263213548965385,-0.426045338794872,-0.118852637773462,-0.0441707119474359,-0.0399646208060256,-0.468570092705128,-0.587906240858974,-0.502510017730769,-0.0850204404358974,-0.210269471183333,-0.0850204404358974,-0.210269471183333,-0.318565532,-0.293891916085897,-0.196354074333333,-0.242727331807692,-0.527161468166667,-0.581441768474359,-0.244107550358974,-0.0421997707397436,-0.420030125,-0.207404341191026,0.0281628836564103,-0.182616566941026,-0.400537867641026,-0.0475461962910256,-0.220742417846154,-0.309423932374359,-0.235187322866667,-0.592617589358974,-0.321616379384231,-0.207898361101282,-0.654871636025641,-0.296304440487179,-0.449934470974359,-0.350415509788462,-0.362463590833333,-0.402070432191026,-0.347237023202564,-0.493069170615385,-0.203518150974359,-0.508299079230769,-0.119298902616667,-0.290918221685897,-0.0811538804152564,-0.182678401333333,-0.351974819160256,0.00850651845038461,-0.250815336128205,-0.358873484297436,0.110211276783333,-0.346648101205128,-0.310642009974359,-0.0527964474341026,-0.568827505423077,-0.629925306179487,0.128085762373077
"36","17","WALKING",0.280804596351964,-0.0185740441012744,-0.111147039008507,-0.510865480898021,-0.382262701788178,-0.584498285641928,0.561459504437416,0.103845756690841,0.0781411742188416,-0.974561895135919,-0.966318664877742,-0.946844847961957,0.0847096420577764,0.00932187632433328,-0.00416169229240592,-0.481666636500158,-0.393602552415189,-0.697748336558218,-0.0541531591344886,-0.0563205839948899,0.106041113952903,-0.642793381768186,-0.702055610724786,-0.64147197892319,-0.0869884485847519,-0.0366999852737804,-0.0534000007212883,-0.575811524219693,-0.768626786710818,-0.658161541264948,-0.467200856823404,-0.484513363001092,-0.467200856823404,-0.484513363001092,-0.514576143407203,-0.425362826923538,-0.576065860320073,-0.625056397476509,-0.701816932631662,-0.716760360376129,-0.488609344927753,-0.379176899431462,-0.607029211400719,-0.520908960400933,-0.423814050157197,-0.605093887180645,-0.20112718447692,0.164048528112228,0.0966836966397462,-0.496084602367788,-0.438315670706007,-0.680747634224133,-0.513848920728919,-0.386788801736515,-0.713485726278461,-0.0830610167373862,-0.197163603630576,-0.197551889223042,-0.555432584245038,-0.700228901547923,-0.585693001132593,-0.672068444538491,-0.705753575408153,-0.695342432018591,-0.0473951693810188,-0.0461723963812178,0.0531030114265265,-0.454989672314359,-0.582479137468173,0.142686304913882,-0.435886738697233,-0.418062703535379,0.0383882926080541,-0.65238171945605,-0.672824788133078,0.0598193396075756,-0.733036968488952,-0.717307218091243,0.0707182037666647
"37","18","LAYING",0.279652820153846,-0.016889541684,-0.109529074769231,-0.979185162307692,-0.943385905538462,-0.949474036307692,-0.106037030923077,-0.194282765692308,-0.463068448892308,-0.979596820769231,-0.968696226769231,-0.972358828923077,0.0739634724307692,0.00693981655215385,0.00482343494575385,-0.981236469230769,-0.974610082307692,-0.970350752153846,-0.0214101178707692,-0.0778391580153846,0.0756152551538462,-0.951534404307692,-0.962361812,-0.955412804769231,-0.0984634191692308,-0.0384523584953846,-0.0533170097861538,-0.957471062,-0.979687285538462,-0.977202794923077,-0.958950417538462,-0.956865670615385,-0.958950417538462,-0.956865670615385,-0.975999233384615,-0.972286931692308,-0.932484147076923,-0.923837468769231,-0.975398301076923,-0.967951536615385,-0.979588205384615,-0.953531635076923,-0.956270370923077,-0.979217397692308,-0.941381531538461,-0.949337126307692,-0.172626305004615,-0.0582592951261538,0.193649142875385,-0.981092001384615,-0.974461990153846,-0.967638599538462,-0.983184806307692,-0.976805065230769,-0.971643746615385,0.126870467676923,-0.0872484483641538,-0.0257517097107692,-0.940649476615385,-0.965240059692308,-0.954613803384615,-0.955113281846154,-0.961107248615385,-0.959896972307692,-0.128172657695077,-0.273684415263077,0.0571767843487692,-0.960734219384615,-0.960869869076923,0.0844929756307692,-0.971402443384615,-0.972330735230769,0.195344704303077,-0.939496947692308,-0.927232242615385,-0.164384482949231,-0.969327688923077,-0.968255834307692,-0.00977704368153846
"38","18","SITTING",0.278224290350877,-0.0191819448982456,-0.112179290578947,-0.983922897894737,-0.942986584385965,-0.942419233859649,0.916202068421053,-0.111637456438596,0.135710849540351,-0.992643465438596,-0.97648355754386,-0.964716489473684,0.0757286437017544,0.0147130144447368,0.000599022840175438,-0.975021415789474,-0.960347289649123,-0.976149860350877,-0.0293955791503509,-0.072549015,0.0839004063684211,-0.976298873508772,-0.956945059122807,-0.959135985087719,-0.0969115947894737,-0.0398215683877193,-0.0547219513087719,-0.977062517719298,-0.980063969298246,-0.970304653508772,-0.96015905754386,-0.954791556666667,-0.96015905754386,-0.954791556666667,-0.972316998947368,-0.968864453508772,-0.957767279473684,-0.95196903,-0.979264056666667,-0.97678283368421,-0.979630157368421,-0.946725501754386,-0.955412053157895,-0.986009829298246,-0.943994621754386,-0.939555491754386,0.0380113937912281,-0.00693997785614035,0.0161533331526316,-0.975608340526316,-0.961081164912281,-0.972673592280702,-0.97666609122807,-0.962373226140351,-0.978242167017544,0.176003378947368,-0.216511573303509,-0.0675518931052632,-0.970578979473684,-0.962974861578947,-0.955508790526316,-0.978208924385965,-0.954252294210526,-0.964205240350877,-0.0327872041894737,-0.308883549421053,-0.0550530446350877,-0.957108814561404,-0.959988035438596,0.0793675869503509,-0.967644185438596,-0.969548404035088,0.230489444226316,-0.96056887245614,-0.954622044210526,-0.147021460368421,-0.977561150175439,-0.977193547719298,0.0381487681684211
"39","18","STANDING",0.27572868739726,-0.0180624549494521,-0.106820534369863,-0.876700713013699,-0.767196339164384,-0.815668295205479,0.925629047671233,-0.222807704452055,-0.0224104819986301,-0.981092080821918,-0.951905195479452,-0.942065362328767,0.0809724279178082,0.00593136766328767,-0.0062367419439726,-0.878971580547945,-0.852185959589041,-0.92532473630137,-0.0385445830027397,-0.0603411453287671,0.0919175306438356,-0.831587077534247,-0.87722337,-0.830791903835616,-0.0927538069410959,-0.038688867990411,-0.0553884229036986,-0.868660264931507,-0.933155078356164,-0.909238597123288,-0.820574540821918,-0.809880878835616,-0.820574540821918,-0.809880878835616,-0.883641528219178,-0.863837940958904,-0.809341640605479,-0.819119056575342,-0.913716666438356,-0.913475057534247,-0.878519459178082,-0.791787706794521,-0.860641624657534,-0.87651266260274,-0.769584304931507,-0.807063963013699,-0.0709800052534247,-0.126220840921918,-0.142939343643836,-0.883130990684932,-0.855102023013699,-0.914219331232877,-0.885563177945205,-0.859509699863014,-0.935491613013699,0.0777217203082192,-0.342261474016438,-0.144889300954795,-0.810490742054795,-0.888448861369863,-0.846175068356164,-0.839813889726027,-0.872035418767123,-0.841858168630137,-0.285560636609589,-0.336643006972603,-0.192425462636986,-0.824446290821918,-0.831552224383562,-0.0965298969924658,-0.863361703287671,-0.864754742739726,0.159968120438356,-0.854950484109589,-0.828330418767123,-0.283914822589041,-0.916364829863014,-0.916063605068493,-0.116974977632877
"40","18","WALKING",0.278617679052508,-0.020224455783605,-0.108922180398036,-0.315840928457346,-0.232183109483986,-0.453157495600463,0.644192472008807,-0.0941229521756232,0.0491460365984475,-0.9630509195128,-0.957393215793701,-0.937239668826355,0.0892204760638125,0.0201443128124597,0.00215764189693909,-0.386191940228877,-0.342693285403743,-0.626669260779706,-0.101221206529227,-0.0231071172057611,0.119154075521388,-0.54772202936813,-0.53073236843667,-0.407232482878887,-0.0787097342435244,-0.0518559427356841,-0.0674058008481612,-0.484140156437521,-0.668687804022354,-0.562746009346843,-0.274376347531008,-0.338822644409346,-0.274376347531008,-0.338822644409346,-0.405260544155896,-0.413274958530696,-0.37684247357027,-0.506435256193342,-0.603295995500075,-0.640158406869122,-0.328975305479122,-0.240006790979945,-0.488110537227974,-0.311937536924265,-0.277600200198929,-0.479338965260748,-0.385737446749571,-0.05451715150887,0.0401074847362532,-0.39847857487997,-0.382829413347479,-0.588051926853038,-0.429822591574265,-0.344105162817163,-0.664482192428459,-0.217907714474713,-0.334191400166881,-0.169193307944432,-0.421397263495014,-0.534819680322862,-0.404244518990077,-0.588849846009554,-0.533516300784259,-0.465218219419787,-0.134230998053946,-0.225778400071965,-0.0900036223827026,-0.314407998396596,-0.456859202768697,0.034290609733475,-0.389744095949475,-0.450225825867712,0.153335130048128,-0.538792328707074,-0.570862759364122,-0.0233847529999294,-0.641415837594193,-0.664975847473914,0.0337653944065144
"41","19","LAYING",0.281863426939759,-0.016710451931,-0.10724121313253,-0.49609271586747,-0.369937721907229,-0.656592657590361,0.365731245301205,0.33027407360241,0.113237323613253,-0.963021860361446,-0.965706450120482,-0.963719516385542,0.0906767250722892,0.015110972560241,0.00423691688168675,-0.539990848615663,-0.452640289014458,-0.751923105060241,-0.0544688200010843,-0.0659125453084337,0.106341460349398,-0.692705408421687,-0.701849093373494,-0.599000905421687,-0.114441828246988,-0.0454851749271084,-0.0547975554361446,-0.624146526915663,-0.744781769277108,-0.506008353153012,-0.448760800193976,-0.542747758433735,-0.448760800193976,-0.542747758433735,-0.547542949831325,-0.546242934545783,-0.599776205421687,-0.675694147095181,-0.672384668072289,-0.697651936987952,-0.521764119192771,-0.401639064822892,-0.674303158554217,-0.487461844951807,-0.393829192063855,-0.674955278192771,-0.261540306020482,0.192554061984337,0.106096239044578,-0.572996504374699,-0.503622425787952,-0.736775972650602,-0.547024167698795,-0.433919221866265,-0.765324211807229,-0.117189861027711,-0.214563544507229,-0.154249985674699,-0.608463941084337,-0.703582216024096,-0.519846150759036,-0.720016297831325,-0.703354277590361,-0.666257311204819,-0.0158768718060241,0.068596898060241,0.141370382457831,-0.516022137891566,-0.632065336792771,0.207929547243373,-0.534909109365542,-0.565085257783133,0.106271343706024,-0.668741850161446,-0.739979004578313,0.243014213626506,-0.725544848192771,-0.686513681325301,0.0459971839175904
"42","19","SITTING",0.278926201506849,-0.0112854081493151,-0.108412227845205,-0.977863146849315,-0.910056377876712,-0.934329736164384,0.567478492054795,0.305989178356164,0.174737170710959,-0.971884076575342,-0.943649609054795,-0.956174142328767,0.0752990923287671,-0.00167210460547945,0.0035500249689589,-0.978963775479452,-0.954771983287671,-0.976204524246575,-0.0341061027138356,-0.0779258416986301,0.0992024233013699,-0.961639495616438,-0.958598254931507,-0.94371337630137,-0.0930036891369863,-0.0401068286027397,-0.0554683580643836,-0.968379369452055,-0.977918200684932,-0.969622495205479,-0.942621688630137,-0.926236315890411,-0.942621688630137,-0.926236315890411,-0.972564959726027,-0.967954258493151,-0.934732479589041,-0.927014575068493,-0.97680669630137,-0.972230453835616,-0.976588510958904,-0.92593923260274,-0.95278453739726,-0.978618498082192,-0.908361419772603,-0.930020328767123,-0.0125050028315069,0.155880144027397,0.0527961698410959,-0.979466378219178,-0.956012661369863,-0.972704209863014,-0.980333358493151,-0.956565110136986,-0.978341423287671,0.1587105159,-0.066702839269863,-0.00983150583835616,-0.956950709589041,-0.962980218493151,-0.943306157260274,-0.963731613972603,-0.956574182191781,-0.949235685616438,0.0154507067890411,-0.158456524831507,0.0395621340006849,-0.939420068493151,-0.931133221643836,0.122819383388082,-0.966873154657534,-0.968326087123288,0.241420847334247,-0.946921415205479,-0.927804532465753,-0.0591816126315069,-0.97418228630137,-0.971541780547945,0.0483793523
"43","19","STANDING",0.272752613150685,-0.0165353823926027,-0.104864408739726,-0.670695401561644,-0.504155117861644,-0.639481199452055,0.927869656164384,-0.152117159745205,0.0136276220684932,-0.96048305109589,-0.926718771369863,-0.900123946438356,0.0528820708150685,0.0170610776254795,0.00603217164657534,-0.709674162452055,-0.634106795945205,-0.841355986849315,0.00490458988534247,-0.0839775236657534,0.0559610496712329,-0.701362322876712,-0.772155748630137,-0.712385523150685,-0.102140310328767,-0.0458636422520548,-0.0377540150356164,-0.736312411506849,-0.86485146369863,-0.754439431917808,-0.586940162158767,-0.619805146405479,-0.586940162158767,-0.619805146405479,-0.716164071232877,-0.690529613136986,-0.640004982136986,-0.663419739575343,-0.809752152191781,-0.833870429589041,-0.701514094045205,-0.555073196167123,-0.726266039726027,-0.660475966946575,-0.511010789993151,-0.625238974520548,-0.201775975124658,-0.058189274460274,-0.181355782136986,-0.723660315535616,-0.647659351205479,-0.825178400684932,-0.721250567967123,-0.644756112886808,-0.856343890958904,-0.0666359851876712,-0.256465121098219,-0.235246336753425,-0.672830221712329,-0.792612238082192,-0.680746503561644,-0.713750894109589,-0.763009054931507,-0.75121308630137,-0.180541611080822,-0.243993818931507,-0.090555206309589,-0.628078697986301,-0.675935309589041,-0.0287669333369863,-0.686030654986301,-0.698604051547945,0.0813475714479452,-0.724594293424658,-0.68430764019726,-0.156916763864384,-0.83841083369863,-0.839960491643836,0.0112805902041096
"44","19","WALKING",0.278615246200855,-0.0208229662036111,-0.106196875572222,-0.229148259496261,-0.131422819132479,-0.488584434332692,0.950118993551282,-0.16993727209765,0.0220247976827744,-0.96464085958547,-0.929877013220086,-0.938289224547009,0.0863112732683761,-0.000589139479371793,-0.00621278087061966,-0.359600459146795,-0.278640974753205,-0.694851214649573,-0.00355620195074786,-0.0905894250964744,0.0667548165823932,-0.585651180944444,-0.562632144679487,-0.421187183157479,-0.111213825524786,-0.0574639779400427,-0.0503427406694444,-0.509797211348932,-0.675923529307692,-0.362259626939103,-0.188467773965182,-0.281104404033547,-0.188467773965182,-0.281104404033547,-0.389178648666239,-0.396723789712607,-0.419393475833675,-0.51938632791453,-0.572312158470085,-0.621406099143162,-0.313347608938889,-0.183758301238825,-0.569417517553419,-0.199954507033526,-0.160563274965385,-0.487576620552137,-0.307702812566368,-0.0357680200828632,-0.0716799521497436,-0.403040900843376,-0.345679081498761,-0.672143703762821,-0.372012065145726,-0.254281200973974,-0.715976356895299,-0.221943465571581,-0.459412515838034,-0.260567192542949,-0.465572440303248,-0.584693812698718,-0.314238459658077,-0.624958740220085,-0.554929893348291,-0.515083791271367,-0.0786552407282415,-0.12719720472062,0.0897829738217094,-0.299588218976709,-0.383821068295726,-0.00582222553367521,-0.36940637551688,-0.438815284945513,0.112694685580491,-0.53411112304359,-0.593966225623932,0.0230613268146581,-0.634595651113248,-0.63233598940812,0.0202468298733547
"45","2","LAYING",0.279069609375,-0.0129652504048542,-0.112297598083333,-0.718026680166667,-0.684021821372917,-0.764777902395833,-0.0636943029166667,0.431847688333333,0.586922080104167,-0.944694580833333,-0.9785692575,-0.957515334375,0.0767529582270833,0.0227331512447917,-0.00411488745625,-0.708807546354167,-0.675753060791667,-0.814270189791667,-0.0140670597354167,-0.0947909932708333,0.104315434020833,-0.80521126875,-0.854559442083333,-0.736823047770833,-0.116154290666667,-0.0364475326708333,-0.063653643625,-0.782796291458333,-0.914535926875,-0.791792900208333,-0.698105440858333,-0.727710101833333,-0.698105440858333,-0.727710101833333,-0.727504654629167,-0.684368300395833,-0.768072052708333,-0.794316119583333,-0.859170724791667,-0.859426659791667,-0.7378242255125,-0.679437114322917,-0.781631284,-0.710823893625,-0.706451089729167,-0.77442477125,-0.210537994541667,0.175977167270833,0.267491933645833,-0.720603177975,-0.696230559958333,-0.799023618958333,-0.7232265940625,-0.675657094020833,-0.828177539791667,0.053901418659375,-0.11824842315625,0.0518390176333333,-0.755666289166667,-0.864169499583333,-0.732827410004167,-0.821360572291667,-0.850094857291667,-0.763320245416667,-0.0908852516666667,-0.165479033895833,0.107129604985417,-0.7046160865,-0.786844423541667,0.1496495965,-0.700869107104167,-0.666271941958333,0.1525602739625,-0.823173755208333,-0.81156802875,-0.0519342351458333,-0.875135114375,-0.850407434791667,0.166341246458333
"46","2","SITTING",0.27150732773913,-0.0169035043521739,-0.105404945695652,-0.962797520217391,-0.909315210434783,-0.933675850869565,-0.102714334782609,0.480334849978261,0.638747645086956,-0.951589555652174,-0.950745131654348,-0.941951094565217,0.0727452969782609,0.00320373185869565,-0.00508674390434783,-0.97387080173913,-0.961136961956522,-0.975741228695652,-0.0242424081043478,-0.0798198302608696,0.142699086206522,-0.962692416521739,-0.958166696521739,-0.940676676304348,-0.0977404559130435,-0.0422839959582609,-0.0745018982608696,-0.976066312173913,-0.980777605,-0.980644940652174,-0.93539452173913,-0.916738770717391,-0.93539452173913,-0.916738770717391,-0.97425446173913,-0.964064008695652,-0.92881150173913,-0.92991969173913,-0.983034997608696,-0.975506512173913,-0.964773718913043,-0.927545400869565,-0.950402673478261,-0.962340565652174,-0.906212321956522,-0.929854154565217,-0.169532297367804,-0.0226277667421739,0.081831352326087,-0.973377216521739,-0.961188324782609,-0.972691155434783,-0.976949147391304,-0.963989316956522,-0.977432873478261,0.104998912182609,-0.165222175358696,-0.0221673390413043,-0.958075121956522,-0.961644281956522,-0.944139227608696,-0.964372145,-0.956699374565217,-0.945148625434783,-0.110512518817174,-0.167772500797826,-0.0189662171956522,-0.936048817391304,-0.919946424369565,0.031812177,-0.966398537173913,-0.960245006956522,0.185756058195652,-0.946733549565217,-0.93143814173913,-0.054122713623913,-0.977537622826087,-0.974419650652174,0.0564279830869565
"47","2","STANDING",0.279625987555556,-0.00983213924074074,-0.104577667907407,-0.974358703333333,-0.927915020469074,-0.920541341481481,0.804642387037037,0.204348318685185,0.333968985512963,-0.959692956666667,-0.949436561425926,-0.922156072796296,0.0786201365555556,-0.0030782173787037,-0.0159886149711111,-0.984144456296296,-0.966782042222222,-0.981790236666667,-0.0379894471703704,-0.081188489512963,0.0831302666111111,-0.970422192962963,-0.949892270740741,-0.945335397037037,-0.0979301957592593,-0.0406331663962963,-0.0485981804907407,-0.984748989259259,-0.981629361481481,-0.979175175,-0.93880246,-0.917781363707407,-0.93880246,-0.917781363707407,-0.981461444814815,-0.972198407777778,-0.931100406296296,-0.919928806666667,-0.985832576851852,-0.976994280185185,-0.976361431666667,-0.939599476851852,-0.948342564074074,-0.973670706851852,-0.926819584555556,-0.912750291481481,-0.206107984635185,0.0156513323407407,-0.0740735323888889,-0.983661280925926,-0.965259331111111,-0.97862177037037,-0.986257725740741,-0.97146315537037,-0.983672245925926,0.192542359466667,-0.0555961898759259,-0.0280024334018519,-0.973152917962963,-0.961351665185185,-0.9487914,-0.970628392037037,-0.944758368888889,-0.949473082777778,-0.0713948455,-0.30112573952037,-0.131361390387037,-0.939819208148148,-0.919979317203704,-0.0489444583764444,-0.972320467592593,-0.970839972592593,0.242854803581481,-0.949891159814815,-0.91722105462963,-0.214668518425926,-0.978429726111111,-0.976572198703704,0.102757157338889
